pH 2.17,pH 5.75,pH 7.73,pH 10.36,pH 13.15
2.175,5.7505,7.7175,10.3767,13.1395
2.189,5.7703,7.735,10.3894,13.1617
2.179,5.7665,7.7356,10.3864,13.1492
2.179,5.7662,7.7436,10.369,13.1442
2.177,5.7658,7.738,10.3626,13.1703
2.182,5.7553,7.7286,10.3738,13.1559
2.166,5.7601,7.7265,10.3656,13.1601
2.17,5.7503,7.7296,10.3762,13.1451
2.187,5.7504,7.7306,10.3736,13.1644
2.177,5.7665,7.7287,10.3689,13.1488
2.182,5.7771,7.7149,10.3694,13.1788
2.166,5.7607,7.748,10.3869,13.1225
2.181,5.7631,7.7229,10.3778,13.128
2.176,5.7617,7.7346,10.3779,13.1488
2.19,5.7573,7.7123,10.3746,13.1277
2.176,5.774,7.7328,10.3715,13.1939
2.174,5.7598,7.7425,10.3893,13.1458
2.169,5.754,7.7401,10.3804,13.1351
2.18,5.754,7.7279,10.3802,13.1657
2.184,5.7654,7.7351,10.3843,13.1281
2.187,5.7732,7.7304,10.3766,13.1741
2.17,5.7559,7.7276,10.3888,13.1271
2.171,5.7713,7.7275,10.3879,13.1507
2.178,5.7623,7.7211,10.3527,13.1677
2.183,5.7628,7.722,10.3796,13.1567
2.176,5.7666,7.733,10.3697,13.1444
2.188,5.7546,7.7308,10.3784,13.1752
2.164,5.7536,7.7361,10.3762,13.168
2.173,5.7594,7.7341,10.3768,13.1679
2.175,5.7673,7.7216,10.3599,13.1472
2.17,5.7669,7.7255,10.383,13.1452
2.183,5.7587,7.7338,10.3664,13.1458
2.173,5.7441,7.7403,10.3767,13.1325
2.177,5.77,7.7273,10.3693,13.171
2.171,5.7744,7.7262,10.3748,13.1497
2.171,5.7771,7.7296,10.3795,13.1457
2.181,5.7707,7.7317,10.3779,13.1425
2.185,5.7728,7.7376,10.3757,13.1539
2.171,5.7618,7.7217,10.3658,13.1407
2.179,5.7705,7.7295,10.3699,13.1379
2.171,5.7768,7.7238,10.3635,13.1592
2.174,5.7712,7.7229,10.3755,13.1622
2.191,5.7612,7.7362,10.3766,13.1332
2.175,5.743,7.725,10.3806,13.1551
2.166,5.7683,7.7358,10.3722,13.1451
2.164,5.7631,7.7292,10.3785,13.1288
2.172,5.7724,7.7244,10.3764,13.1532
2.186,5.7698,7.7269,10.375,13.1688
2.181,5.7548,7.7399,10.3884,13.1676
2.18,5.7728,7.7385,10.3615,13.1507
2.17,5.7575,7.7274,10.3891,13.136
2.169,5.76,7.7291,10.3766,13.1461
2.174,5.7678,7.7338,10.3616,13.1428
2.172,5.7568,7.7335,10.3874,13.1445
2.178,5.7596,7.7405,10.3731,13.1443
2.177,5.7684,7.7465,10.3733,13.1675
2.193,5.7398,7.7252,10.3718,13.1289
2.177,5.7763,7.7262,10.3543,13.153
2.174,5.7675,7.7483,10.3912,13.1562
2.176,5.7651,7.73,10.3696,13.1743
2.174,5.7659,7.733,10.3788,13.1745
2.183,5.7571,7.7198,10.3787,13.1622
2.174,5.7871,7.7381,10.3702,13.1465
2.168,5.7677,7.7253,10.3836,13.1492
2.188,5.769,7.7243,10.3784,13.1495
2.179,5.7694,7.7317,10.3602,13.1659
2.18,5.7637,7.7342,10.3535,13.1495
2.175,5.7664,7.7332,10.3736,13.1636
2.176,5.7722,7.7241,10.3857,13.1377
2.174,5.781,7.7265,10.3765,13.1548
2.168,5.7775,7.7301,10.3742,13.1578
2.191,5.7671,7.723,10.3834,13.1609
2.175,5.7652,7.7228,10.3738,13.1356
2.185,5.7668,7.7316,10.3797,13.1654
2.191,5.7837,7.7347,10.3735,13.1768
2.174,5.7534,7.7284,10.3758,13.1584
2.186,5.7729,7.7228,10.362,13.1534
2.182,5.7728,7.7234,10.3826,13.1401
2.195,5.775,7.7452,10.3731,13.1758
2.194,5.7574,7.7325,10.389,13.1587
2.168,5.7632,7.7433,10.3529,13.1552
2.169,5.7735,7.7337,10.3746,13.1554
2.179,5.7516,7.7288,10.356,13.1733
2.191,5.7796,7.7328,10.3671,13.158
2.183,5.7583,7.7279,10.3769,13.147
2.186,5.779,7.7272,10.3729,13.1481
2.189,5.7711,7.7256,10.3746,13.1419
2.167,5.79,7.726,10.3806,13.1214
2.18,5.7737,7.7312,10.3781,13.1704
2.171,5.7737,7.7343,10.3753,13.1517
2.186,5.7743,7.7241,10.3871,13.1427
2.174,5.758,7.7351,10.3796,13.1627
2.183,5.7687,7.7331,10.3795,13.1466
2.184,5.7712,7.7193,10.3697,13.1672
2.181,5.7585,7.7315,10.3767,13.1617
2.163,5.7587,7.7465,10.3787,13.1248
2.181,5.761,7.7385,10.3806,13.1569
2.191,5.7654,7.7355,10.3926,13.1636
2.176,5.7678,7.7388,10.364,13.1614
2.18,5.7674,7.7231,10.3768,13.173
2.188,5.7781,7.7307,10.3665,13.1666
2.184,5.7666,7.7467,10.3697,13.1631
2.189,5.7684,7.7493,10.3673,13.1602
2.168,5.7637,7.7314,10.3703,13.1481
2.185,5.7624,7.7343,10.3827,13.1552
2.17,5.7647,7.7514,10.3698,13.1449
2.177,5.7723,7.7193,10.3743,13.1577
2.173,5.7709,7.7354,10.374,13.1205
2.182,5.7631,7.7304,10.3585,13.1672
2.174,5.7613,7.7381,10.382,13.1341
2.185,5.7708,7.7262,10.3938,13.143
2.183,5.7639,7.7458,10.3788,13.1528
2.174,5.7758,7.7212,10.388,13.1604
2.173,5.7717,7.7333,10.3672,13.1571
2.169,5.7756,7.7314,10.3797,13.153
2.19,5.7533,7.7258,10.3735,13.1439
2.184,5.7793,7.7255,10.3885,13.1609
2.181,5.76,7.7403,10.3721,13.179
2.178,5.7766,7.7247,10.3726,13.1519
2.158,5.766,7.7333,10.3716,13.1539
2.182,5.7627,7.7389,10.3664,13.145
2.176,5.7764,7.7234,10.3804,13.1406
2.192,5.7755,7.7275,10.3821,13.1857
2.182,5.7724,7.7215,10.3681,13.1491
2.182,5.7631,7.7332,10.3789,13.1575
2.182,5.7666,7.7454,10.3694,13.1409
2.177,5.7743,7.7408,10.3785,13.1544
2.183,5.7761,7.7329,10.3625,13.1665
2.171,5.7771,7.7181,10.3818,13.1313
2.194,5.7658,7.7203,10.3742,13.1541
2.188,5.7605,7.735,10.38,13.1812
2.184,5.7639,7.7387,10.392,13.1344
2.182,5.7819,7.7209,10.3764,13.1542
2.168,5.756,7.7593,10.3644,13.1708
2.185,5.7692,7.7362,10.3837,13.1407
2.18,5.7684,7.7238,10.3794,13.169
2.171,5.7522,7.7352,10.3808,13.1213
2.17,5.7787,7.7168,10.3806,13.1473
2.193,5.7597,7.7358,10.3722,13.1529
2.166,5.7662,7.7358,10.384,13.1703
2.177,5.7686,7.7346,10.3674,13.1643
2.167,5.7623,7.7445,10.3506,13.1224
2.182,5.752,7.7308,10.3811,13.1844
2.179,5.7759,7.723,10.3714,13.1461
2.172,5.7728,7.7318,10.3685,13.1806
2.173,5.7761,7.73,10.3743,13.1422
2.169,5.7692,7.7247,10.3742,13.1489
2.166,5.7489,7.7244,10.3627,13.1407
2.16,5.7577,7.7332,10.3598,13.1207
2.189,5.7675,7.7407,10.3734,13.1502
2.18,5.7604,7.7247,10.3643,13.1276
2.171,5.7827,7.7308,10.3742,13.1465
2.174,5.7644,7.7318,10.3606,13.1816
2.18,5.7546,7.7373,10.3882,13.1496
2.182,5.772,7.7389,10.3716,13.1305
2.174,5.7695,7.7368,10.3824,13.142
2.175,5.77,7.73,10.3825,13.1642
2.18,5.7657,7.7459,10.3798,13.1256
2.167,5.7732,7.74,10.3616,13.1302
2.167,5.7717,7.7229,10.3676,13.1588
2.183,5.7633,7.7358,10.3638,13.144
2.188,5.7678,7.7317,10.3766,13.1457
2.172,5.7747,7.7379,10.3682,13.1921
2.17,5.7641,7.74,10.3719,13.1475
2.175,5.7822,7.7272,10.3675,13.1705
2.182,5.7682,7.7377,10.3827,13.1804
2.182,5.7703,7.7365,10.3696,13.1385
2.194,5.7688,7.7207,10.3852,13.153
2.179,5.7717,7.731,10.3689,13.1551
2.189,5.7785,7.729,10.3707,13.135
2.186,5.7592,7.7273,10.3794,13.1487
2.177,5.7745,7.7449,10.3743,13.1754
2.168,5.7721,7.7407,10.364,13.1869
2.176,5.7762,7.7278,10.3682,13.1636
2.169,5.765,7.7324,10.3756,13.1502
2.155,5.7797,7.7365,10.373,13.1423
2.163,5.7705,7.7324,10.3607,13.1608
2.181,5.769,7.7345,10.3654,13.1648
2.174,5.7647,7.7342,10.3716,13.1792
2.183,5.7722,7.7337,10.3857,13.1819
2.172,5.7784,7.7267,10.3744,13.1619
2.173,5.7762,7.7373,10.3783,13.1439
2.189,5.779,7.7274,10.3829,13.1537
2.164,5.7766,7.7206,10.379,13.1211
2.179,5.7753,7.7505,10.3558,13.1608
2.176,5.7631,7.7429,10.3853,13.1509
2.177,5.7769,7.7255,10.379,13.1381
2.169,5.763,7.7375,10.3792,13.1746
2.175,5.7674,7.7404,10.3636,13.1317
2.185,5.7703,7.7275,10.3794,13.168
2.18,5.7676,7.7483,10.3713,13.1249
2.178,5.7706,7.7352,10.3719,13.162
2.17,5.7737,7.7484,10.3792,13.166
2.162,5.748,7.7422,10.3677,13.1457
2.176,5.7702,7.7288,10.373,13.1424
2.189,5.7628,7.7433,10.3806,13.131
2.172,5.7616,7.726,10.3722,13.1723
2.165,5.7795,7.7307,10.3682,13.1479
2.189,5.7771,7.7388,10.374,13.1625
2.167,5.7721,7.7367,10.3729,13.1325
2.174,5.7697,7.7372,10.3628,13.1818
2.164,5.7881,7.7521,10.3701,13.1413
2.18,5.7763,7.7317,10.3841,13.1552
2.181,5.7607,7.7175,10.3754,13.1283
2.175,5.7679,7.7332,10.3795,13.1443
2.176,5.7743,7.7294,10.3586,13.1658
2.186,5.7845,7.7364,10.3747,13.1507
2.181,5.7809,7.7256,10.3713,13.1764
2.183,5.7666,7.7361,10.3838,13.1607
2.185,5.7693,7.7432,10.3841,13.1517
2.173,5.7769,7.7311,10.3653,13.1553
2.17,5.7627,7.725,10.3897,13.1483
2.182,5.7721,7.7347,10.372,13.158
2.192,5.765,7.7495,10.3781,13.1592
2.174,5.7629,7.7306,10.3784,13.1684
2.168,5.7759,7.7338,10.3776,13.1406
2.181,5.7718,7.7216,10.3731,13.1565
2.191,5.7731,7.7337,10.3645,13.1602
2.177,5.7512,7.7367,10.3693,13.1504
2.193,5.7678,7.7343,10.3582,13.1636
2.165,5.7718,7.7319,10.3643,13.1451
2.175,5.7731,7.7398,10.3817,13.1498
2.17,5.775,7.7357,10.3779,13.1663
2.184,5.7708,7.7408,10.3696,13.1382
2.184,5.7804,7.7471,10.3757,13.1472
2.175,5.7644,7.7348,10.3648,13.1375
2.18,5.7724,7.7264,10.3863,13.1188
2.179,5.7663,7.7435,10.3747,13.1418
2.177,5.7624,7.7365,10.3754,13.136
2.176,5.7738,7.7295,10.3811,13.1475
2.171,5.7744,7.7301,10.3724,13.1353
2.184,5.769,7.7301,10.3598,13.1233
2.188,5.7773,7.7403,10.3594,13.1623
2.164,5.7665,7.7332,10.3717,13.153
2.18,5.7667,7.7261,10.3716,13.1481
2.169,5.7583,7.7264,10.3818,13.1707
2.171,5.769,7.714,10.3717,13.1298
2.168,5.779,7.7482,10.3694,13.1411
2.175,5.763,7.7412,10.3706,13.1504
2.189,5.7594,7.7265,10.3749,13.1419
2.176,5.7666,7.7434,10.3825,13.1611
2.185,5.7789,7.7263,10.3756,13.1735
2.181,5.7637,7.7238,10.3659,13.1438
2.159,5.7754,7.7346,10.3845,13.1845
2.184,5.7778,7.7211,10.3784,13.1287
2.173,5.7643,7.7338,10.3708,13.1627
2.154,5.7762,7.7333,10.3745,13.1539
2.173,5.767,7.7439,10.377,13.148
2.184,5.7779,7.746,10.3726,13.1348
2.166,5.7727,7.724,10.3732,13.1729
2.161,5.7695,7.7402,10.3869,13.1412
2.165,5.7684,7.7415,10.3686,13.1439
2.186,5.7532,7.734,10.3705,13.138
2.178,5.7623,7.731,10.3674,13.1443
2.182,5.7855,7.7368,10.3693,13.1593
2.178,5.7611,7.7252,10.3707,13.159
2.178,5.765,7.7267,10.3843,13.1352
2.181,5.7654,7.7485,10.365,13.1484
2.174,5.758,7.7191,10.3746,13.149
2.181,5.7596,7.7382,10.37,13.1834
2.184,5.7564,7.7272,10.3802,13.172
2.174,5.7705,7.7433,10.387,13.1816
2.179,5.7589,7.7329,10.374,13.1696
2.189,5.7688,7.7216,10.3674,13.1497
2.168,5.7684,7.7399,10.3625,13.1566
2.175,5.7717,7.7514,10.3627,13.1675
2.172,5.7839,7.7575,10.3842,13.1412
2.172,5.7665,7.7304,10.3757,13.1703
2.179,5.7631,7.7428,10.384,13.1406
2.178,5.773,7.7343,10.3912,13.1456
2.174,5.7796,7.7265,10.3513,13.1555
2.197,5.7681,7.738,10.3928,13.1667
2.177,5.7606,7.736,10.3686,13.1552
2.193,5.7646,7.7283,10.374,13.169
2.169,5.7756,7.7422,10.3665,13.1327
2.183,5.7839,7.7288,10.3813,13.155
2.173,5.765,7.7294,10.3684,13.151
2.177,5.7609,7.7309,10.3752,13.1436
2.186,5.7694,7.7378,10.3685,13.1529
2.177,5.7685,7.7309,10.3828,13.124
2.18,5.7829,7.7477,10.3703,13.1329
2.18,5.7678,7.7429,10.374,13.1333
2.18,5.7689,7.7345,10.3807,13.162
2.173,5.7731,7.7272,10.3783,13.1397
2.173,5.7773,7.7293,10.3692,13.1489
2.178,5.7611,7.7325,10.3813,13.1534
2.184,5.7571,7.7314,10.3916,13.1491
2.179,5.7663,7.7233,10.3608,13.1572
2.178,5.7712,7.7354,10.3689,13.1529
2.169,5.7644,7.763,10.3723,13.115
2.179,5.7757,7.7402,10.3784,13.156
2.194,5.7648,7.7311,10.3742,13.1566
2.173,5.778,7.7364,10.3852,13.1886
2.183,5.7607,7.7348,10.3772,13.1525
2.169,5.7607,7.7263,10.3792,13.1737
2.171,5.7897,7.7271,10.3794,13.1582
2.178,5.7863,7.7308,10.364,13.1598
2.175,5.7775,7.7341,10.3868,13.1665
2.175,5.7806,7.7429,10.364,13.1205
2.176,5.7743,7.7454,10.3797,13.1351
2.187,5.7716,7.7478,10.3753,13.1774
2.182,5.7658,7.7402,10.3827,13.1789
2.18,5.7578,7.7256,10.3671,13.1442
2.177,5.7773,7.7347,10.3703,13.1243
2.178,5.76,7.7302,10.379,13.1591
2.169,5.7621,7.7418,10.3771,13.1665
2.187,5.7651,7.7419,10.3754,13.1587
2.167,5.7644,7.7548,10.3648,13.1361
2.191,5.7802,7.728,10.3726,13.1515
2.18,5.7733,7.7275,10.3735,13.1578
2.176,5.751,7.735,10.3667,13.1617
2.183,5.7786,7.7318,10.3684,13.1597
2.175,5.7739,7.7283,10.3676,13.1275
2.179,5.7817,7.7368,10.3831,13.1461
2.173,5.7735,7.7527,10.3696,13.1822
2.168,5.7751,7.7249,10.3784,13.1571
2.171,5.7761,7.7363,10.358,13.1379
2.168,5.7757,7.7362,10.3706,13.1573
2.184,5.7622,7.7351,10.3888,13.1535
2.186,5.7727,7.7319,10.3827,13.1376
2.177,5.7584,7.7292,10.3788,13.1341
2.172,5.7835,7.7374,10.3743,13.1188
2.179,5.7938,7.7393,10.3853,13.1736
2.173,5.7589,7.7333,10.3852,13.1383
2.174,5.7733,7.7247,10.3675,13.1675
2.181,5.784,7.7324,10.3836,13.1489
2.18,5.7712,7.7412,10.3794,13.154
2.169,5.7646,7.7291,10.3737,13.1825
2.16,5.7674,7.7356,10.3782,13.1654
2.181,5.7611,7.7367,10.3832,13.1523
2.181,5.7807,7.7361,10.381,13.1735
2.179,5.7619,7.7424,10.3753,13.1674
2.185,5.7666,7.741,10.3709,13.151
2.176,5.7763,7.7301,10.3767,13.1442
2.161,5.7806,7.7361,10.3805,13.1977
2.18,5.772,7.7426,10.3712,13.1352
2.193,5.7789,7.7474,10.3788,13.13
2.177,5.766,7.7273,10.3796,13.1392
2.175,5.772,7.7346,10.3749,13.1682
2.179,5.7664,7.7514,10.3788,13.1752
2.18,5.7748,7.745,10.3645,13.16
2.18,5.7597,7.7513,10.3673,13.1881
2.186,5.7594,7.749,10.3752,13.1467
2.174,5.7945,7.7377,10.3645,13.1309
2.184,5.7763,7.7513,10.3905,13.162
2.181,5.772,7.7426,10.3798,13.1844
2.175,5.7635,7.7394,10.3785,13.1612
2.174,5.7709,7.7343,10.3707,13.1145
2.183,5.7653,7.726,10.3803,13.1518
2.168,5.7594,7.7375,10.3843,13.1081
2.171,5.7603,7.7374,10.3857,13.1683
2.163,5.774,7.7308,10.3771,13.1439
2.189,5.7672,7.7342,10.3926,13.1446
2.181,5.776,7.7318,10.3763,13.1397
2.171,5.7601,7.7431,10.3824,13.1693
2.173,5.7887,7.7365,10.3741,13.1709
2.187,5.7724,7.7319,10.3661,13.1588
2.191,5.7827,7.7407,10.3807,13.132
2.17,5.7612,7.7321,10.3715,13.1327
2.17,5.7678,7.7501,10.3788,13.1295
2.177,5.775,7.7412,10.3656,13.1373
2.168,5.7567,7.7213,10.374,13.161
2.195,5.7586,7.7294,10.3736,13.1628
2.175,5.758,7.7404,10.3661,13.1427
2.182,5.7844,7.7404,10.3788,13.1841
2.183,5.765,7.735,10.368,13.1515
2.159,5.7722,7.7336,10.3561,13.1498
2.176,5.768,7.7465,10.3732,13.176
2.175,5.7615,7.7385,10.3737,13.1374
2.172,5.7644,7.7531,10.3876,13.1271
2.184,5.7884,7.7428,10.3734,13.1323
2.166,5.7704,7.7429,10.377,13.1598
2.171,5.7578,7.734,10.3924,13.1549
2.168,5.7683,7.7438,10.3783,13.1781
2.178,5.7765,7.7275,10.3685,13.1498
2.179,5.7772,7.7489,10.3706,13.1513
2.173,5.7673,7.7322,10.3692,13.1447
2.179,5.7843,7.7325,10.3852,13.1583
2.198,5.7533,7.7523,10.3779,13.1454
2.189,5.7645,7.7626,10.3729,13.1583
2.173,5.7652,7.7449,10.3706,13.1419
2.177,5.7706,7.7435,10.3766,13.1747
2.165,5.7629,7.7432,10.372,13.1648
2.175,5.7766,7.735,10.3812,13.1539
2.174,5.7588,7.7165,10.3631,13.1634
2.17,5.7767,7.7208,10.3619,13.1532
2.173,5.7668,7.7338,10.3708,13.1575
2.176,5.7712,7.7324,10.3722,13.1509
2.167,5.7628,7.7367,10.3641,13.1612
2.173,5.7622,7.7401,10.3975,13.1511
2.17,5.7789,7.7368,10.3826,13.1454
2.17,5.7534,7.7414,10.3753,13.1499
2.17,5.7906,7.7325,10.3741,13.1539
2.17,5.7836,7.7276,10.3643,13.1447
2.176,5.7731,7.7306,10.3685,13.1433
2.183,5.7677,7.7432,10.3808,13.1509
2.178,5.7709,7.7334,10.3695,13.1528
2.179,5.775,7.7319,10.3825,13.1691
2.186,5.7689,7.7415,10.3655,13.1674
2.164,5.7786,7.7447,10.3666,13.1349
2.182,5.7789,7.73,10.3711,13.1585
2.167,5.762,7.7386,10.389,13.1327
2.174,5.7859,7.7269,10.3767,13.1598
2.168,5.7839,7.7315,10.3746,13.1381
2.178,5.7603,7.7377,10.3807,13.1269
2.181,5.7612,7.7306,10.3771,13.1707
2.175,5.7809,7.7362,10.3639,13.1634
2.185,5.7743,7.7325,10.3799,13.1417
2.171,5.7672,7.7429,10.374,13.1536
